FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,WIFI_HOLD_AT,PET_POSBL_AT,PRKPLCE_EXST_AT,MEE_SLT_AT,LAST_UPDT_DE
이지테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,논현동,,192-5 번지,논현로,609,37.50801363,127.0331838,6122,서울특별시 강남구 논현로 609,서울특별시 강남구 논현동 192-5 정빌딩,,,N,N,Y,Y,20221104
이지테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,논현동,,192-5 번지,논현로,609,37.50801363,127.0331838,6122,서울특별시 강남구 논현로 609,서울특별시 강남구 논현동 192-5 정빌딩,,,N,N,N,N,20221104
오너스스크린골프장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,논현동,,221-13 번지,논현로,628,37.50979629,127.0330821,6107,서울특별시 강남구 논현로 628,서울특별시 강남구 논현동 221-13,,,Y,N,Y,Y,20221104
오너스스크린골프장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,논현동,,221-13 번지,논현로,628,37.50979629,127.0330821,6107,서울특별시 강남구 논현로 628,서울특별시 강남구 논현동 221-13,,,N,N,N,N,20221104
스타24시볼링장,레저/체육/공원,지역체육시설,볼링장,서울특별시,강남구,논현동,,152-5 번지,논현로,641,37.5108369,127.0316294,6116,서울특별시 강남구 논현로 641,서울특별시 강남구 논현동 152-5 논현동대우아이빌 힐타운,025121797,,Y,N,Y,N,20221104
스타24시볼링장,레저/체육/공원,지역체육시설,볼링장,서울특별시,강남구,논현동,,152-5 번지,논현로,641,37.5108369,127.0316294,6116,서울특별시 강남구 논현로 641,서울특별시 강남구 논현동 152-5 논현동대우아이빌 힐타운,025121797,,N,N,N,N,20221104
팀2407,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,논현동,,66-24 번지,논현로,742,37.51828396,127.029223,6049,서울특별시 강남구 논현로 742,서울특별시 강남구 논현동 66-24 파티오나인,,https://www.instagram.com/team2407_official,Y,N,Y,Y,20221104
팀2407,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,논현동,,66-24 번지,논현로,742,37.51828396,127.029223,6049,서울특별시 강남구 논현로 742,서울특별시 강남구 논현동 66-24 파티오나인,,https://www.instagram.com/team2407_official,Y,N,Y,Y,20221104
누리풋볼,레저/체육/공원,지역체육시설,풋살장,서울특별시,강남구,논현동,,66-9 번지,논현로,748,37.51866587,127.0289423,6049,서울특별시 강남구 논현로 748,서울특별시 강남구 논현동 66-9 세화빌딩,025492007,,Y,N,Y,N,20221104
누리풋볼,레저/체육/공원,지역체육시설,풋살장,서울특별시,강남구,논현동,,66-9 번지,논현로,748,37.51866587,127.0289423,6049,서울특별시 강남구 논현로 748,서울특별시 강남구 논현동 66-9 세화빌딩,025492007,,N,N,N,N,20221104
이지테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,논현동,,12-2 번지,논현로149길,67-5,37.51658094,127.0237404,6039,서울특별시 강남구 논현로149길 67-5,서울특별시 강남구 논현동 12-2,025451427,http://blog.naver.com/kkan321,N,N,Y,Y,20221104
이지테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,논현동,,12-2 번지,논현로149길,67-5,37.51658094,127.0237404,6039,서울특별시 강남구 논현로149길 67-5,서울특별시 강남구 논현동 12-2,025451427,http://blog.naver.com/kkan321,N,N,N,N,20221104
빅토리테니스아카데미 압구정본점,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,신사동,,570-6 번지,논현로163길,10,37.52420292,127.0273209,6031,서울특별시 강남구 논현로163길 10,서울특별시 강남구 신사동 570-6,,https://victorytennis.modoo.at/,N,N,Y,Y,20221104
빅토리테니스아카데미 압구정본점,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,신사동,,570-6 번지,논현로163길,10,37.52420292,127.0273209,6031,서울특별시 강남구 논현로163길 10,서울특별시 강남구 신사동 570-6,,https://victorytennis.modoo.at/,N,N,N,N,20221104
모던테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,신사동,,574-8 번지,논현로175길,40,37.52507265,127.0253179,6030,서울특별시 강남구 논현로175길 40,서울특별시 강남구 신사동 574-8,,,N,N,Y,Y,20221104
모던테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,신사동,,574-8 번지,논현로175길,40,37.52507265,127.0253179,6030,서울특별시 강남구 논현로175길 40,서울특별시 강남구 신사동 574-8,,,N,N,N,N,20221104
락테니스 가로수길점,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,신사동,,549-9 번지,논현로175길,68,37.52408176,127.0234486,6029,서울특별시 강남구 논현로175길 68,서울특별시 강남구 신사동 549-9,,https://www.instagram.com/rocktennis_garosu,Y,N,Y,N,20221104
락테니스 가로수길점,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,신사동,,549-9 번지,논현로175길,68,37.52408176,127.0234486,6029,서울특별시 강남구 논현로175길 68,서울특별시 강남구 신사동 549-9,,https://www.instagram.com/rocktennis_garosu,Y,N,Y,N,20221104
이스케이프샾,레저/체육/공원,액티비티,방탈출,서울특별시,강남구,신사동,,531 번지,논현로175길,93,37.52292873,127.0216489,6028,서울특별시 강남구 논현로175길 93,서울특별시 강남구 신사동 531,0262033667,https://escapeshop.modoo.at/,Y,N,N,N,20221104
이스케이프샾,레저/체육/공원,액티비티,방탈출,서울특별시,강남구,신사동,,531 번지,논현로175길,93,37.52292873,127.0216489,6028,서울특별시 강남구 논현로175길 93,서울특별시 강남구 신사동 531,0262033667,https://escapeshop.modoo.at/,Y,N,N,N,20221104
두잉골프아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,도곡동,,422-4 번지,논현로28길,56,37.48461391,127.046381,6300,서울특별시 강남구 논현로28길 56,서울특별시 강남구 도곡동 422-4,07070084902,,Y,N,Y,Y,20221104
두잉골프아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,도곡동,,422-4 번지,논현로28길,56,37.48461391,127.046381,6300,서울특별시 강남구 논현로28길 56,서울특별시 강남구 도곡동 422-4,07070084902,,N,N,N,N,20221104
콜스에듀케이션,레저/체육/공원,지역체육시설,클라이밍,서울특별시,강남구,역삼동,,728-41 번지,논현로76길,27,37.49775656,127.0409789,6224,서울특별시 강남구 논현로76길 27,서울특별시 강남구 역삼동 728-41 에이포스페이스,07077662152,https://blog.naver.com/colsiceage,Y,N,Y,N,20221104
콜스에듀케이션,레저/체육/공원,지역체육시설,클라이밍,서울특별시,강남구,역삼동,,728-41 번지,논현로76길,27,37.49775656,127.0409789,6224,서울특별시 강남구 논현로76길 27,서울특별시 강남구 역삼동 728-41 에이포스페이스,07077662152,https://blog.naver.com/colsiceage,N,N,N,N,20221104
브레트골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,강남구,역삼동,,640-11 번지,논현로95길,14,37.50237859,127.0346464,6131,서울특별시 강남구 논현로95길 14,서울특별시 강남구 역삼동 640-11,0232883339,https://blog.naver.com/bga3339,Y,N,Y,N,20221104
브레트골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,강남구,역삼동,,640-11 번지,논현로95길,14,37.50237859,127.0346464,6131,서울특별시 강남구 논현로95길 14,서울특별시 강남구 역삼동 640-11,0232883339,https://blog.naver.com/bga3339,N,N,N,N,20221104
락테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,도곡동,,943-2 번지,도곡로,112,37.48965374,127.0328391,6258,서울특별시 강남구 도곡로 112,서울특별시 강남구 도곡동 943-2 서한빌딩,,https://www.instagram.com/club_rocktennis/,Y,N,Y,N,20221104
락테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,도곡동,,943-2 번지,도곡로,112,37.48965374,127.0328391,6258,서울특별시 강남구 도곡로 112,서울특별시 강남구 도곡동 943-2 서한빌딩,,https://www.instagram.com/club_rocktennis/,Y,N,Y,N,20221104
위너3D골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,도곡동,,941 번지,도곡로,126,37.49007152,127.0341739,6259,서울특별시 강남구 도곡로 126,서울특별시 강남구 도곡동 941 오복빌딩,025779550,https://winner577.modoo.at,Y,N,Y,Y,20221104
위너3D골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,도곡동,,941 번지,도곡로,126,37.49007152,127.0341739,6259,서울특별시 강남구 도곡로 126,서울특별시 강남구 도곡동 941 오복빌딩,025779550,https://winner577.modoo.at,N,N,N,N,20221104
더스마트골프스튜디오 강남점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,역삼동,,840-14 번지,도곡로,139,37.49090933,127.0352066,6255,서울특별시 강남구 도곡로 139,서울특별시 강남구 역삼동 840-14 강남하나타워,025662261,,Y,N,Y,Y,20221104
더스마트골프스튜디오 강남점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,역삼동,,840-14 번지,도곡로,139,37.49090933,127.0352066,6255,서울특별시 강남구 도곡로 139,서울특별시 강남구 역삼동 840-14 강남하나타워,025662261,,N,N,N,N,20221104
조이스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,역삼동,,840-8 번지,도곡로,151,37.49129952,127.0365028,6255,서울특별시 강남구 도곡로 151,서울특별시 강남구 역삼동 840-8 상준빌딩,,http://www.golfzon.com/joyscren,Y,N,Y,Y,20221104
조이스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,역삼동,,840-8 번지,도곡로,151,37.49129952,127.0365028,6255,서울특별시 강남구 도곡로 151,서울특별시 강남구 역삼동 840-8 상준빌딩,,http://www.golfzon.com/joyscren,N,N,Y,N,20221104
힐링스크린골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,도곡동,,546 번지,도곡로,156,37.49092669,127.0370729,6261,서울특별시 강남구 도곡로 156,서울특별시 강남구 도곡동 546 SJ빌딩,025291300,http://www2.golfzon.com/9190,Y,N,Y,Y,20221104
힐링스크린골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,도곡동,,546 번지,도곡로,156,37.49092669,127.0370729,6261,서울특별시 강남구 도곡로 156,서울특별시 강남구 도곡동 546 SJ빌딩,025291300,http://www2.golfzon.com/9190,N,N,Y,N,20221104
도곡스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,도곡동,,544 번지,도곡로,184,37.49171348,127.0397489,6261,서울특별시 강남구 도곡로 184,서울특별시 강남구 도곡동 544 신호빌딩,025794777,http://www.golfzon.com/dogog,Y,N,Y,Y,20221104
도곡스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,도곡동,,544 번지,도곡로,184,37.49171348,127.0397489,6261,서울특별시 강남구 도곡로 184,서울특별시 강남구 도곡동 544 신호빌딩,025794777,http://www.golfzon.com/dogog,N,N,Y,N,20221104
그랜드스크린골프장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,도곡동,,542-1 번지,도곡로,218,37.49269223,127.0428939,6272,서울특별시 강남구 도곡로 218,서울특별시 강남구 도곡동 542-1 CNCITY tower,0220575337,,Y,N,Y,Y,20221104
그랜드스크린골프장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,도곡동,,542-1 번지,도곡로,218,37.49269223,127.0428939,6272,서울특별시 강남구 도곡로 218,서울특별시 강남구 도곡동 542-1 CNCITY tower,0220575337,,Y,N,Y,N,20221104
서울테니스아카데미,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,대치동,,987-16 번지,도곡로,519,37.49989843,127.0630936,6190,서울특별시 강남구 도곡로 519,서울특별시 강남구 대치동 987-16 구공빌딩,0222319240,https://seoultennis.modoo.at/,Y,N,Y,N,20221104
서울테니스아카데미,레저/체육/공원,지역체육시설,테니스장,서울특별시,강남구,대치동,,987-16 번지,도곡로,519,37.49989843,127.0630936,6190,서울특별시 강남구 도곡로 519,서울특별시 강남구 대치동 987-16 구공빌딩,0222319240,https://seoultennis.modoo.at/,Y,N,Y,N,20221104
라이언골프아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,역삼동,,836-68 번지,도곡로7길,7,37.49118513,127.0345914,6254,서울특별시 강남구 도곡로7길 7,서울특별시 강남구 역삼동 836-68,025553298,,Y,N,Y,Y,20221104
라이언골프아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,강남구,역삼동,,836-68 번지,도곡로7길,7,37.49118513,127.0345914,6254,서울특별시 강남구 도곡로7길 7,서울특별시 강남구 역삼동 836-68,025553298,,N,N,N,N,20221104
김동주아카데미,레저/체육/공원,지역체육시설,야구연습장,서울특별시,강남구,도곡동,,553-3 번지,도곡로8길,6,37.49014164,127.0350259,6259,서울특별시 강남구 도곡로8길 6,서울특별시 강남구 도곡동 553-3 지호빌딩,,https://www.instagram.com/dj18_baseball_academy,Y,N,Y,Y,20221104
김동주아카데미,레저/체육/공원,지역체육시설,야구연습장,서울특별시,강남구,도곡동,,553-3 번지,도곡로8길,6,37.49014164,127.0350259,6259,서울특별시 강남구 도곡로8길 6,서울특별시 강남구 도곡동 553-3 지호빌딩,,https://www.instagram.com/dj18_baseball_academy,N,N,N,N,20221104
로얄골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,강남구,대치동,,984 번지,도곡로99길,16,37.50184877,127.0660144,6189,서울특별시 강남구 도곡로99길 16,서울특별시 강남구 대치동 984,,http://fbm.kr,Y,N,Y,N,20221104
로얄골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,강남구,대치동,,984 번지,도곡로99길,16,37.50184877,127.0660144,6189,서울특별시 강남구 도곡로99길 16,서울특별시 강남구 대치동 984,,http://fbm.kr,N,N,Y,N,20221104
