COURSE_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,NMPR_CO,EDC_CT,BASE_TIME,TIME_PER_CT,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADDR,COURSE_EDC_CRSE_CN,LAST_UPDT_DE
센스있는 일잘러로 거듭나는 PPT 공식작업시간 단축 꿀팁까지!,여가활동,클래스,PPT,20,99000,3,33000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"추천- 업무상 PPT를 좀 더 깔끔하게 만들어야 하는 분- 직장에서 쓸 수 있는 슬라이드를 직접 만들고 싶으신 분- PPT를 만들어 봤지만, 뭔가 아쉬움을 느끼시는 분- PPT로 포트폴리오, 카드뉴스 만들고 싶으신 분-만약 피피티 사용이 아예 처음이시라면 저한테 반드시 말씀해주세요!! 수업 전에 기초 피피티 사용법 받아가셔야 합니다!비추천- 수업에 참여할 의지가 없으신 분 !!!!!!!!클래스는 수강생분들과 제가 함께 하는 겁니다!시간 약속을 지키지 않거나, 수업시간에 핸드폰을 하실 분들은 정중히 사양할게요.집중력만 준비해오시면 나머지는 모두 제가 준비할게요:-",20221130
"PPT 발표 고민 남은 귀갓길, 완벽히 해결하고 돌아가자!",여가활동,클래스,PPT,4,132000,6,22000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,막연히 파워포인트에 대한 두려움이 있는 분들!대학교 조별 과제 하드캐리하고 싶으신 분들!공모전에 참여하고 싶은데 아무런 지식도 능력도 없으신 분들!파워포인트를 해봤지만 기본부터 제대로 배워보고 싶으신 분들!,20221130
PT김대리에게 배우는 성공적인 프레젠테이션의 모든 것,여가활동,클래스,PPT,50,300000,2,150000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,프레젠테이션 발표에 어려움을 겪는 왕초보  프레젠테이션 제작 시 시간을 단축할 빠른 스킬 팁을 원하시는 분  학교/회사에서 중요한 발표 PT를 앞두신 분  발표 공포증으로 발표만 생각해도 손에 땀이 나시는 분,20221130
에버노트 엑셀과 PPT만? 내 실무역량을 높여줄 에버노트 활용법!,여가활동,클래스,PPT,8,66000,3,22000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"'나만의 Personal Database' 만들기 누구에게 필요할까요?에버노트의 컨셉은 '중요한 일에 집중하세요' 입니다. '중요한 일'에 집중이 필요하신 모든 분들에게 추천드립니다. 회의 때 '그때 그 자료'를 쉽고 빠르게 찾고 싶을때 카톡의 중요자료를 저장하고 싶을 때 평소 회사 업무에서 온라인/오프라인 자료들을 많이 보고 저장하시는 분 회사에서 내가 맡은 업무가 여러개일 때 특히 더 좋습니다. 논문을 쓰기 위해 수많은 자료를 쌓아놓고 찾기 어려울 때 매번 메모장이나 다이어리를 구입하지만 관리가 안될 때 여러 디바이스노트북, 태블릿pc, 스마트폰에서 언제든 자료를 찾아보고 싶을 때",20221130
11/24일 리뷰가 증명하는 ‘초보에서 디자이너 뺨치는 전문가 되기',여가활동,클래스,PPT,9,137500,5,27500,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"- 지금까지 피피티에 대해서 별 필요성은 못느꼈지만, 대학원이나 회사업무를 하다보니 좀 더 전문성있는 피피티가 필요하신 분.- 학교 과제로 피피티는 정말 많이 했는데, 정작 기초적인 피피티 기능밖에 모르고, 실력이 그 자리인 것 같으신 분.- 취업면접 또는 프레젠테이션 준비 직전, 반짝 배우고 싶으신 분.- 카페, 블로그 등에 필요한 간단한 이미지 편집용으로 배우고 싶으신 분.??? 본수업은 일러스트나 포토샵이 아닌 ""순수 피.피.티.로.만. 진행"" 하는 수업입니다.",20221130
슬기로운 탈잉 생활 바로 알려드릴게요,여가활동,클래스,PT/GX,5,5000,1,5000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"""수업 목표Key lessons 결과물 중심 1~3가지 - 최대 3줄 무엇을 배울 수 있나요, 무엇을 얻을 수 있나요해당 클래스의 차별점1~3가지 - 최대 3줄: 해당 카테고리의 다른 클래스들과 어떻게 다른가요ㅌㅅㅌㅌㅅㅌㅌㅅㅌㅌㅅㅌㅌㅅㅌㅌㅅㅌㅌㅅㅌㅌㅅㅌ",20221130
"데이터공방 이제는 엑셀말고 파이썬으로, ""파이썬 데이터 분석시각화 하기""",여가활동,클래스,Python,1,1320000,12,110000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"추천대상- 엑셀 작업을 많이 하시는 분- 입사를 앞두고 계신 분- 야근이 지긋지긋 하신 분.- 파이썬을 처음부터 배워, 당장 사용해보고 싶은 분- 파이썬으로 데이터 살펴보고, 계산하고, 시각화 해보고 싶으신 분",20221130
1월 주말반 모집중비대면 비전공자를 위한 파이썬,여가활동,클래스,Python,10,220000,8,27500,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"1월 수업 일정1월 반 수업은 zoom을 이용한 비대면 수업으로 진행합니다~ 수강 대상파이썬/프로그래밍이 무엇인지 알고 싶은 문과생, 직장인 이 수업의 목적은 명확합니다.1. 문과생의 코딩 울렁증을 극복한다.2. 혼자 코딩 공부를 계속할 수 있는 토대를 만든다.3. 실직적으로 쓸 수 있는 프로젝트를 함께 해 본다.",20221130
초보자도 배워서 바로 쓰는 빅데이터 R 입문 톡톡톡!,여가활동,클래스,Python,20,352000,16,22000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,추천합니다!- 초보자의 눈높이에 맞춘 수업이기에 정말 쉽게 알려드립니다.- 청와대 연설문을 통한 워드 클라우드 등 실용적인 예제로 수업을 진행하기에 정말 재밋습니다.- 수업 이후 현업에 바로 적용하실수 있습니다! 확신해요. 이런 일에 도움이 됩니다!- 대용량 데이터를 깔끔한 시각자료로 만들어야 한다- 내가 원하는 데이터를 분석해보고 싶다!- 프로그래밍에 처음 입문하려고 한다,20221130
데이터 분석을 위한 파이썬 - 기본,여가활동,클래스,Python,2,702000,9,78000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"1. 데이터 분석을 위한 파이썬의 문법을 이해하고 논리적으로 코드를 작성할 수 있습니다.2. 현업에서 파이썬 프로젝트를 구성하고 협업하는 방법을 배울 수 있습니다.3. 다양한 예제와 퀴즈, 프로젝트 코드가 포함된 강의자료를 무료로 제공합니다.",20221130
초보자를 위한 알기쉬운 파이썬 기초강의,여가활동,클래스,Python,3,158400,8,19800,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,추천파이썬 기초 프로그래밍 강의입니다!- 파이썬 프로그래밍 기초를 배우고 싶은 분- 책을 봤지만 이해가 어려우신 분비추천- 파이썬의 기본 문법을 아시는 분- 혼자 프로그래밍이 가능하신 분,20221130
금융x파이썬 주식투자전략백테스트를 기초 코딩으로 구현해 투자하자!,여가활동,클래스,Python,5,594000,18,33000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"누구에게 필요한가요?- 가치투자퀀트투자를 제대로 할 수 있는 방법을 찾고 있던 사람- 직장에 다니면서 2차수익을 안전하게 얻고 싶은 사람- 여행 다니며 안정적인 투자 수익을 얻고 싶은 사람- 찌라시, 작전세력, 단타 투자로 손해를 보지 않을 방법을 찾고 있던 사람- 똑똑한 주식 분석이 필요한 투자자- 코딩 기초 개념부터 응용까지 배우고 싶은 비전공자- 투자 대가들의 투자 전략과 나만의 투자 전략을 구현해보고 싶은 분",20221130
데이터 분석을 위한 파이썬!  즐거운 웹크롤링!,여가활동,클래스,Python,5,252000,12,21000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"적극 추천드립니다!- 파이썬 프로그래밍을 기초부터 입문하고자 분들- 수업 시간 외에도 시간 투자가 가능한 의지가 있는 분들- 데이터 분석 프로젝트를 혼자 할 수 있는 능력을 키우고 싶은 분들- 프로그래밍을 통한 시각화 및 데이터 분석 툴에 대해 경험하고 싶은 분들------------------참고사항--------------------(수업 방향)- 원활한 상호 소통을 통한 능동적인 수업 방식 지향- 무작정 많은 양의 이론을 배우는 것보다 필요한 부분만 제대로 익힐 수 있도록 함- 수업시간에서 끝나는 게 아닌 스스로 코딩할 수 있는 능력 향상- 카카오톡 단체톡/개인톡 질의응답 및 공유(수업에서 얻을 수 있는 것)- 데이터 분석을 위한 파이썬 기초 및 라이브러리 활용 능력- 웹크롤러를 통한 자동 정보 수집 및 엑셀화 능력- 시각화를 통한 탐색적 데이터 분석 및 가공 능력 코로나 바이러스 예방을 위해 항상 튜터와 수강생 모두 마스크 착용은 의무입니다! 신규 개설을 희망하시는 시간대가 있을 경우 ""실시간 톡""으로 전달 부탁드립니다! 정규 수업 외에 일대일 수업을 원하시거나 문의사항은 언제든 ""실시간 톡""으로 상담 부탁드립니다!",20221130
파이썬 기초부터 웹 스크래핑 및 업무 자동화,여가활동,클래스,Python,5,192000,12,16000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"간단한 파이썬 문법과 반복적인 실전 업무를 단순화 시켜줄 자동화 기술웹 스크래핑을 익혀보세요. 프로그래밍이 도대체 무엇인지 어디에 써먹는지, 왜 중요한지 알게 될 것이고, 나의 몸값이 올라가고 나를 위한 시간이 많아집니다!본 파이썬을 이용한 업무 자동화 강의는 강남역 스터디룸에서 소수 인원으로 진행하는 오프라인 수업입니다.",20221130
입문자를 위한 만들면서 배우는 프로그래밍파이썬,여가활동,클래스,Python,6,352000,16,22000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,추천 대상- 프로그래밍을 막 시작하려고 하시는 분- 독학으로 공부하다 중간에 포기하신 분- 프로그래밍을 경험해 보고 싶으신 분- 개발자들의 사고방식을 경험하고 이해하고 싶으신 분,20221130
파이썬입문 왕초보 비전공자도 한다! 챗봇크롤러 완성,여가활동,클래스,Python,8,264000,8,33000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"이력+ 삼성전자 소프트웨어 멤버십+ 삼성전자 무선사업부 안드로이드 플래그쉽 모델 개발+ 인텔 예수살렘 연구소 position tracking 모듈 공동 개발+ 페이스북, 오큘러스 VR 플랫폼 공동 개발+ 네이티브 In-game 광고 플랫폼 개발+ 인공지능 법률사무소 MHL 개발+ UI PATH 한국지사 임원대상 교육 튜터 소개안녕하세요! 슈퍼셀입니다!저는 2009년에 비전공자로 코딩을 시작했습니다.처음에 어떤 언어를 배워야 되는지 어떤 프로그램을 사용해야 하는지아무것도 모르던 시절 너무 어렵게 공부했었습니다.전공자 집단에서는 당연히 알아야 하는 것을 몰라서 일주일 넘게 밤샌적도 있습니다.저와 비슷하게 혼자 코딩 공부를 하면서 어려움을 느끼는 분들이 정말 많다는 것을 알았습니다.이분들도 제가 도와드리면 큰 어려움 없이 빠르게 성장 할거라는 확신이 들었습니다.혼자서 공부하시는 비전공자 문과출신 왕초보 분들에게 혼자공부 할 수 있는 토대를 만들어 드리고 싶습니다.감사합니다. 튜터의 특징은?+ 비전공자로 코딩을 배우면서 마주친 많은 어려움을 너무 잘 기억하고 있어요.+ 비전공자 출신으로 글로벌 기업삼성,인텔, 구글,페이스북,오큘러스에서 경험이 있습니다.+ 제가 배우면서 겪었던 어려움 없이 코딩을 배우고 성장할 수 있도록 도와 드리겠습니다.+ 수업시간 이외에도 질문을 받습니다!",20221130
"SQL, Tableau, Power BI 데이터 분석",여가활동,클래스,SQL,4,315000,9,35000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"""SQL 기본기뿐만 아니라 실무 Skill도 함께 알려드립니다."" 데이터 추출에 필요한 기본 문법 데이터 분석에 필요한 데이터 마트 구축""바로 실무로 적용 가능한 BI 데이터 시각화"" BI Tool 구조 및 기능 설명 현업에 사용되는 BI 대시보드 구현 및 실습",20221130
SQL 분석가한테 쉽게 배우는 실무 SQL데이터분석! 기초부터 현업사례까지!,여가활동,클래스,SQL,6,468000,12,39000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,개발자들이 쓰는 어려운 SQL문법은 과감히 skip!!데이터분석가/기획자에게 필요한 SQL문법을 배웁니다. 실제 마케팅/CRM 인사이트 도출과 실무 진짜 사례를 보여드립니다. 실무에 맞는 유통데이터온라인몰로 실습까지!!,20221130
비전공자를 위한 IT디자이너가 가르쳐주는 포토샵 기초,여가활동,클래스,UX/UI,1,109500,3,36500,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"비전공자나 포토샵 초보자가 수업을 듣는 것만으로도, 디자인 작업물을 완성할 수 있도록 하는 것이 목표입니다 . 기초 포토샵 툴 연습과 동시에 실무 완성까지 디자인하는 노하우를 알려 드립니다. 이 외에도 기본적인 방법만으로 디자인 실무 하는 방법, 디자인의 퀄리티를 높이는 법 등을 알려드려요 :",20221130
스타트업 CEO 라면 꼭 알아야 할 잘나가는 앱들의 UX 비결!,여가활동,클래스,UX/UI,1,55000,2,27500,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"웹사이트/ 모바일 앱 서비스 만들고 계신가요?분명 기획도 개발도 잘된거 같은데 왜 사용하기가 불편할까요?잘나가는 앱들은 다 이유가 있습니다. 우리 서비스에 맞는 사용자 경험User Experience과 인터페이스를 제공하기 때문인데요,UX가 무엇인지, 사용자들이 좋아하는 서비스는 어떤 요소들을 갖추고 있는지 압축해서 알려드릴게요.",20221130
예쁜 디자인보단 사용성을 고려한 UX 기초 배워보기!,여가활동,클래스,UX/UI,1,220000,8,27500,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"수업 적성에 맞으신 분들 사용자들이 나의 제품모바일 어플, 데스크탑 프로그램 등, 이외 제품들 을 어떻게 쉽게 쓸 수 있을지 연구하고 싶으신 분들. 유저들 인터뷰 하는 방법. 프로토타이핑 Prototyping 을 통해서 디자인 User Testing 테스팅 하는방법. 인터뷰와 여러가지 조사 인터뷰, 인터넷 조사 등등 를 통해 얻은 여러 자료들을 UI로 어떻게 변화 시킬수 있는지 배우고 싶으신분. 제품의 생태계 및 시스템을 디자인 해보고 싶으신분들.수업을 다시 고려해 보셔야 할 분들 유저가 쓰는 인터페이스 만 이쁘게 디자인하고 싶다 인터페이스만 이쁘게 만들고 싶다. 나는 소극적이고 다른사람들과 소통 하기싫다.",20221130
핵심만 쏙쏙 UXUI 디자이너에게 배우는 실무 웹디자인,여가활동,클래스,UX/UI,1,360000,8,45000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,웹디자인의 기본과 핵심을 배울수 있는 수업이에요,20221130
"원데이 UX/UI디자이너 필수, 스케치 하루에 끝내기",여가활동,클래스,UX/UI,4,110000,4,27500,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"이런분들이 들으시면 좋아요- UX/UI디자인 분야 취준생인데 스케치를 배우고 포트폴리오를 만들고싶다.- 기획자인데, 자신의 기획을 직접 구현하고 설득시키고 싶다.- 타 디자인 전공인데 UX/UI분야로 전향하고싶다.- 스타트업 창업자인데 자신의 서비스를 직접 만들어 내고 싶다.- UX디자이너인데 UI툴로 조금 더 스킬업을 하고싶다.",20221130
실무에서 잘하는 UX / UI 신입 디자이너가 될려면? 디자이너 실무 노하우!!,여가활동,클래스,UX/UI,5,176000,8,22000,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성2동,"수업 대상자로 추천 - UI 디자이너로서 포트폴리오를 준비하고 실무를 하고 싶은 예비 디자이너 분들. 선임 없는 스타트업 디자이너로서 디자인 프로세스를 익히고픈 쥬니어 디자이너 분들. 포토샵, 일러스트레이터, 스케치 등 그래픽 툴을 중간 이상 가능하신 분들 UX/UI 디자인에 대해 열정이 있으신 분들 수강생분들의 수준에 따라 유동적으로 수업 내용이 변경 될 수 있습니다.비추천 - 포토샵, 일러스트레이터, 스케치 같은 툴 사용성이 미숙하신 분들- 제 수업은 그래픽 툴 관련 수업이 아닙니다. 디자인 비전공자분들- 수업 내용중에 디자인 실무 과정에 대한 내용이 있어 관련도가 낮습니다. 대기업 같은 큰 기업 입사 예정이신 분들- 큰 기업에는 자체 교육 프로세스가 있기에 본 수업의 필요성이 없습니다. 불성실한 분들- 업계 특성상 나중에 행여나 마주하여 얼굴에 붉히는것보단 낫다는 생각입니다. 죄송합니다.",20221130
